Location,AM/PM,Count,Male,Female,<18,19-39,40+,Helmet,On street,In Direction of Traffic,Traffic Laws,In Bike lane,Gender Not reported (0),Age Not reported (0),Helmet not reported (1),On Street not reported (1),In direction of traffic not reported (1),Traffic Laws not reported (1),In Bike Lanes not reported (1)
Highland & St. Charles,PM,Spring 2012,0,1,0,1,0,1,1,1,,,1,1,0,0,0,1,1
Highland & St. Charles,PM,Spring 2012,1,0,0,1,0,1,1,1,,,1,1,0,0,0,1,1
Highland & St. Charles,PM,Spring 2012,1,0,0,1,0,1,1,1,,,1,1,0,0,0,1,1
Highland & St. Charles,PM,Spring 2012,1,0,0,1,0,1,1,1,,,1,1,0,0,0,1,1
Highland & St. Charles,PM,Spring 2012,1,0,0,1,0,1,1,1,,,1,1,0,0,0,1,1
Highland & St. Charles,PM,Spring 2012,1,0,0,1,0,1,1,1,,,1,1,0,0,0,1,1
Highland & St. Charles,PM,Spring 2012,0,1,0,0,1,1,0,1,,,1,1,0,0,0,1,1
Highland & St. Charles,PM,Spring 2012,0,1,0,1,0,1,1,1,,,1,1,0,0,0,1,1
Highland & St. Charles,PM,Spring 2012,0,1,0,1,0,1,1,1,,,1,1,0,0,0,1,1
Highland & St. Charles,PM,Spring 2012,1,0,0,1,0,1,1,1,,,1,1,0,0,0,1,1
Highland & St. Charles,PM,Spring 2012,1,0,0,1,0,1,1,1,,,1,1,0,0,0,1,1
Highland & St. Charles,PM,Spring 2012,1,0,0,1,0,1,1,1,,,1,1,0,0,0,1,1
Highland & St. Charles,PM,Spring 2012,1,0,0,1,0,1,1,1,,,1,1,0,0,0,1,1
Highland & St. Charles,PM,Spring 2012,1,0,1,0,0,1,1,1,,,1,1,0,0,0,1,1
Highland & St. Charles,PM,Spring 2012,1,0,1,0,0,1,0,1,,,1,1,0,0,0,1,1
Highland & St. Charles,PM,Spring 2012,0,1,0,1,0,0,0,0,,,1,1,0,0,0,1,1
Highland & St. Charles,PM,Spring 2012,1,0,1,0,0,1,1,1,,,1,1,0,0,0,1,1
Highland & St. Charles,PM,Spring 2012,0,1,1,0,0,1,1,1,,,1,1,0,0,0,1,1
Highland & St. Charles,PM,Spring 2012,1,0,0,0,1,1,0,1,,,1,1,0,0,0,1,1
Highland & St. Charles,PM,Spring 2012,0,1,0,1,0,1,0,1,,,1,1,0,0,0,1,1
Highland & St. Charles,PM,Spring 2012,1,0,0,0,1,1,1,1,,,1,1,0,0,0,1,1
Highland & St. Charles,PM,Spring 2012,1,0,1,0,0,1,0,1,,,1,1,0,0,0,1,1
Highland & St. Charles,PM,Spring 2012,1,0,1,0,0,1,0,1,,,1,1,0,0,0,1,1
Highland & St. Charles,PM,Spring 2012,1,0,1,0,0,0,0,1,,,1,1,0,0,0,1,1
Highland & St. Charles,PM,Spring 2012,1,0,0,1,0,1,1,1,,,1,1,0,0,0,1,1
Highland & St. Charles,PM,Spring 2012,1,0,0,1,0,0,1,1,,,1,1,0,0,0,1,1
Highland & St. Charles,PM,Spring 2012,1,0,0,1,0,1,1,1,,,1,1,0,0,0,1,1
Highland & St. Charles,PM,Spring 2012,1,0,0,1,0,1,1,1,,,1,1,0,0,0,1,1
Highland & St. Charles,PM,Spring 2012,1,0,1,0,0,0,1,1,,,1,1,0,0,0,1,1
Highland & St. Charles,PM,Spring 2012,1,0,0,1,0,1,1,1,,,1,1,0,0,0,1,1
Highland & St. Charles,PM,Spring 2012,1,0,1,0,0,1,1,1,,,1,1,0,0,0,1,1
Highland & St. Charles,PM,Spring 2012,1,0,0,0,1,1,1,1,,,1,1,0,0,0,1,1
Highland & St. Charles,PM,Spring 2012,0,1,1,0,0,0,1,1,,,1,1,0,0,0,1,1
Highland & St. Charles,PM,Spring 2012,1,0,1,0,0,0,1,1,,,1,1,0,0,0,1,1
Highland & St. Charles,PM,Spring 2012,0,1,0,1,0,1,1,1,,,1,1,0,0,0,1,1
Highland & St. Charles,PM,Spring 2012,1,0,0,1,0,1,1,1,,,1,1,0,0,0,1,1
Highland & St. Charles,PM,Spring 2012,1,0,1,0,0,1,0,1,,,1,1,0,0,0,1,1
Highland & St. Charles,PM,Spring 2012,1,0,1,0,0,1,0,0,,,1,1,0,0,0,1,1
Highland & St. Charles,PM,Spring 2012,1,0,1,0,0,1,0,0,,,1,1,0,0,0,1,1
Highland & St. Charles,PM,Spring 2012,1,0,0,1,0,1,1,1,,,1,1,0,0,0,1,1
Highland & St. Charles,PM,Spring 2012,1,0,0,0,1,1,0,0,,,1,1,0,0,0,1,1
Highland & St. Charles,PM,Spring 2012,1,0,1,0,0,1,0,0,,,1,1,0,0,0,1,1
Highland & St. Charles,PM,Spring 2012,1,0,1,0,0,1,0,0,,,1,1,0,0,0,1,1
Highland & St. Charles,PM,Spring 2012,1,0,0,0,1,1,1,1,,,1,1,0,0,0,1,1
Highland & St. Charles,PM,Spring 2012,1,0,0,1,0,0,1,1,,,1,1,0,0,0,1,1
Highland & St. Charles,PM,Spring 2012,0,1,0,1,0,1,1,1,,,1,1,0,0,0,1,1
Highland & St. Charles,PM,Spring 2012,1,0,0,0,1,1,1,1,,,1,1,0,0,0,1,1
Highland & St. Charles,PM,Spring 2012,0,1,0,1,0,0,0,0,,,1,1,0,0,0,1,1
Highland & St. Charles,PM,Spring 2012,1,0,0,1,0,0,1,1,,,1,1,0,0,0,1,1
Highland & St. Charles,PM,Spring 2012,1,0,0,1,0,1,1,1,,,1,1,0,0,0,1,1
Highland & St. Charles,PM,Spring 2012,1,0,0,1,0,0,1,1,,,1,1,0,0,0,1,1
Highland & St. Charles,PM,Spring 2012,0,1,0,1,0,1,1,1,,,1,1,0,0,0,1,1
Highland & St. Charles,PM,Spring 2012,1,0,0,1,0,0,1,1,,,1,1,0,0,0,1,1
Highland & St. Charles,PM,Spring 2012,1,0,0,1,0,0,1,1,,,1,1,0,0,0,1,1
Highland & St. Charles,PM,Spring 2012,1,0,0,0,1,1,1,1,,,1,1,0,0,0,1,1
Highland & St. Charles,PM,Spring 2012,1,0,0,1,0,1,1,1,,,1,1,0,0,0,1,1
Highland & St. Charles,PM,Spring 2012,1,0,0,1,0,0,1,1,,,1,1,0,0,0,1,1
Highland & St. Charles,PM,Spring 2012,1,0,0,1,0,0,1,1,,,1,1,0,0,0,1,1
Highland & St. Charles,PM,Spring 2012,1,0,0,1,0,0,1,1,,,1,1,0,0,0,1,1
Highland & St. Charles,PM,Spring 2012,1,0,0,1,0,0,0,0,,,1,1,0,0,0,1,1
Highland & St. Charles,PM,Spring 2012,0,1,0,1,0,0,0,0,,,1,1,0,0,0,1,1
Highland & St. Charles,PM,Spring 2012,1,0,0,0,1,1,1,1,,,1,1,0,0,0,1,1
Highland & St. Charles,PM,Spring 2012,1,0,0,0,1,1,1,1,,,1,1,0,0,0,1,1
Highland & St. Charles,PM,Spring 2012,1,0,0,0,1,0,1,1,,,1,1,0,0,0,1,1
Highland & St. Charles,PM,Spring 2012,1,0,0,1,0,0,1,1,,,1,1,0,0,0,1,1
Highland & St. Charles,PM,Spring 2012,0,1,0,1,0,1,1,1,,,1,1,0,0,0,1,1
Highland & St. Charles,PM,Spring 2012,0,1,0,1,0,1,1,1,,,1,1,0,0,0,1,1
Highland & St. Charles,PM,Spring 2012,1,0,0,1,0,0,1,1,,,1,1,0,0,0,1,1
Highland & St. Charles,PM,Spring 2012,1,0,0,1,0,1,1,1,,,1,1,0,0,0,1,1
Highland & St. Charles,PM,Spring 2012,0,1,1,0,0,0,0,1,,,1,1,0,0,0,1,1
Highland & St. Charles,PM,Spring 2012,0,1,1,0,0,0,0,1,,,1,1,0,0,0,1,1
Highland & St. Charles,PM,Spring 2012,1,0,0,1,0,1,1,1,,,1,1,0,0,0,1,1
Highland & St. Charles,PM,Spring 2012,0,1,0,1,0,0,1,1,,,1,1,0,0,0,1,1
Highland & St. Charles,PM,Spring 2012,1,0,0,1,0,1,1,1,,,1,1,0,0,0,1,1
Highland & St. Charles,PM,Spring 2012,1,0,0,1,0,1,1,1,,,1,1,0,0,0,1,1
Highland & St. Charles,PM,Spring 2012,0,1,0,1,0,0,1,1,,,1,1,0,0,0,1,1
Highland & St. Charles,PM,Spring 2012,1,0,0,0,1,1,1,1,,,1,1,0,0,0,1,1
Highland & St. Charles,PM,Spring 2012,0,1,0,0,1,1,1,1,,,1,1,0,0,0,1,1
Highland & St. Charles,PM,Spring 2012,1,0,0,1,0,1,1,1,,,1,1,0,0,0,1,1
Highland & St. Charles,PM,Spring 2012,1,0,1,0,0,1,1,1,,,1,1,0,0,0,1,1
Highland & St. Charles,PM,Spring 2012,0,1,0,1,0,1,1,1,,,1,1,0,0,0,1,1
Highland & St. Charles,PM,Spring 2012,1,0,0,0,1,1,1,1,,,1,1,0,0,0,1,1
Highland & St. Charles,PM,Spring 2012,1,0,0,0,1,1,1,1,,,1,1,0,0,0,1,1
Highland & St. Charles,PM,Spring 2012,1,0,0,1,0,1,1,1,,,1,1,0,0,0,1,1
Highland & St. Charles,PM,Spring 2012,1,0,0,1,0,0,1,1,,,1,1,0,0,0,1,1
Highland & St. Charles,PM,Spring 2012,0,1,0,1,0,0,1,1,,,1,1,0,0,0,1,1
Highland & St. Charles,PM,Spring 2012,1,0,0,1,0,1,1,1,,,1,1,0,0,0,1,1
Highland & St. Charles,PM,Spring 2012,1,0,0,1,0,1,1,1,,,1,1,0,0,0,1,1
Highland & St. Charles,PM,Spring 2012,1,0,0,1,0,1,1,1,,,1,1,0,0,0,1,1
Highland & St. Charles,PM,Spring 2012,1,0,0,1,0,1,1,1,,,1,1,0,0,0,1,1
Highland & St. Charles,PM,Spring 2012,0,1,0,1,0,1,1,1,,,1,1,0,0,0,1,1
Highland & St. Charles,PM,Spring 2012,1,0,0,1,0,0,1,1,,,1,1,0,0,0,1,1
Highland & St. Charles,PM,Spring 2012,1,0,0,0,1,1,1,1,,,1,1,0,0,0,1,1
Highland & St. Charles,PM,Spring 2012,1,0,0,1,0,1,1,1,,,1,1,0,0,0,1,1
Highland & St. Charles,PM,Spring 2012,1,0,0,1,0,1,1,1,,,1,1,0,0,0,1,1
Highland & St. Charles,PM,Spring 2012,1,0,0,1,0,0,1,1,,,1,1,0,0,0,1,1
Highland & St. Charles,PM,Spring 2012,1,0,0,1,0,0,1,1,,,1,1,0,0,0,1,1
Highland & St. Charles,PM,Spring 2012,1,0,0,0,1,1,1,1,,,1,1,0,0,0,1,1
Highland & St. Charles,PM,Spring 2012,1,0,0,1,0,1,1,1,,,1,1,0,0,0,1,1
Highland & St. Charles,PM,Spring 2012,1,0,0,1,0,1,1,1,,,1,1,0,0,0,1,1
Highland & St. Charles,PM,Spring 2012,1,0,0,1,0,1,1,1,,,1,1,0,0,0,1,1
Highland & St. Charles,PM,Spring 2012,0,1,0,1,0,0,0,0,,,1,1,0,0,0,1,1
Highland & St. Charles,PM,Spring 2012,1,0,0,0,1,1,1,1,,,1,1,0,0,0,1,1
Highland & St. Charles,PM,Spring 2012,0,1,0,1,0,0,1,1,,,1,1,0,0,0,1,1
Highland & St. Charles,PM,Spring 2012,0,1,0,1,0,0,1,1,,,1,1,0,0,0,1,1
Highland & St. Charles,PM,Spring 2012,1,0,0,0,1,1,1,1,,,1,1,0,0,0,1,1
Highland & St. Charles,PM,Spring 2012,0,1,0,1,0,0,1,1,,,1,1,0,0,0,1,1
Highland & St. Charles,PM,Spring 2012,1,0,0,1,0,1,1,1,,,1,1,0,0,0,1,1
Highland & St. Charles,PM,Spring 2012,1,0,0,1,0,1,1,1,,,1,1,0,0,0,1,1
Highland & St. Charles,PM,Spring 2012,1,0,0,1,0,1,1,1,,,1,1,0,0,0,1,1
Highland & St. Charles,PM,Spring 2012,1,0,0,1,0,1,1,1,,,1,1,0,0,0,1,1
Highland & St. Charles,PM,Spring 2012,1,0,1,0,0,0,1,1,,,1,1,0,0,0,1,1
Hosea Williams + Rogers,AM,Fall 2012,,1,,1,,1,1,1,,1,1,1,0,0,0,1,0
Hosea Williams + Rogers,AM,Fall 2012,1,,,1,,1,1,1,,1,1,1,0,0,0,1,0
Hosea Williams + Rogers,AM,Fall 2012,,1,,,1,1,1,1,,1,1,1,0,0,0,1,0
Hosea Williams + Rogers,AM,Fall 2012,1,,1,,,0,1,1,,1,1,1,0,0,0,1,0
Hosea Williams + Rogers,AM,Fall 2012,1,,1,,,0,1,1,,1,1,1,0,0,0,1,0
Hosea Williams + Rogers,AM,Fall 2012,1,,,1,,1,1,1,,1,1,1,0,0,0,1,0
Hosea Williams + Rogers,AM,Fall 2012,1,,,,1,0,1,1,,1,1,1,0,0,0,1,0
Hosea Williams + Rogers,AM,Fall 2012,1,,,1,,1,1,1,,1,1,1,0,0,0,1,0
Hosea Williams + Rogers,AM,Fall 2012,1,,,,1,1,1,1,,1,1,1,0,0,0,1,0
Hosea Williams + Rogers,AM,Fall 2012,,1,,1,,0,1,1,,1,1,1,0,0,0,1,0
Hosea Williams + Rogers,AM,Fall 2012,1,,,1,,1,1,1,,1,1,1,0,0,0,1,0
Hosea Williams + Rogers,AM,Fall 2012,1,,,1,,1,1,1,,1,1,1,0,0,0,1,0
Hosea Williams + Rogers,AM,Fall 2012,1,,,,1,1,1,1,,1,1,1,0,0,0,1,0
Hosea Williams + Rogers,AM,Fall 2012,1,,,,1,0,1,1,,1,1,1,0,0,0,1,0
Hosea Williams + Rogers,AM,Fall 2012,,1,,1,1,0,1,1,,1,1,2,0,0,0,1,0
Hosea Williams + Rogers,AM,Fall 2012,,1,,1,1,1,1,1,,1,1,2,0,0,0,1,0
Hosea Williams + Rogers,AM,Fall 2012,1,,,1,1,1,1,1,,1,1,2,0,0,0,1,0
Hosea Williams + Rogers,AM,Fall 2012,,1,,1,1,1,1,1,,1,1,2,0,0,0,1,0
Howell Mill & Marietta,AM,Spring 2009,1,0,0,1,0,1,1,1,1,,1,1,0,0,0,0,1
Howell Mill & Marietta,AM,Spring 2009,0,1,0,0,1,1,1,1,1,,1,1,0,0,0,0,1
Howell Mill & Marietta,AM,Spring 2009,1,0,0,1,0,1,0,1,0,,1,1,0,0,0,0,1
Howell Mill & Marietta,AM,Spring 2009,1,0,0,1,0,0,0,0,0,,1,1,0,0,0,0,1
Howell Mill & Marietta,AM,Spring 2009,1,0,0,1,0,0,0,0,0,,1,1,0,0,0,0,1
Howell Mill & Marietta,AM,Spring 2009,1,0,0,1,0,1,1,1,1,,1,1,0,0,0,0,1
Howell Mill & Marietta,AM,Spring 2009,0,1,0,1,0,0,0,0,0,,1,1,0,0,0,0,1
Howell Mill & Marietta,PM,Spring 2009,1,0,0,0,1,1,0,1,0,,1,1,0,0,0,0,1
Howell Mill & Marietta,PM,Spring 2009,1,0,0,1,0,0,1,1,1,,1,1,0,0,0,0,1
Howell Mill & Marietta,PM,Spring 2009,1,0,0,1,0,0,1,1,1,,1,1,0,0,0,0,1
Howell Mill & Marietta,PM,Spring 2009,1,0,0,1,0,0,1,1,1,,1,1,0,0,0,0,1
Howell Mill & Marietta,PM,Spring 2009,1,0,0,1,0,1,1,1,1,,1,1,0,0,0,0,1
Howell Mill & Marietta,PM,Spring 2009,1,0,0,1,0,0,0,0,0,,1,1,0,0,0,0,1
Howell Mill & Marietta,PM,Spring 2009,1,0,0,1,0,1,1,1,1,,1,1,0,0,0,0,1
Howell Mill & Marietta,PM,Spring 2009,1,0,0,1,0,0,1,1,1,,1,1,0,0,0,0,1
Howell Mill & Marietta,PM,Spring 2009,1,0,0,1,0,1,1,1,1,,1,1,0,0,0,0,1
Howell Mill & Marietta,PM,Spring 2009,1,0,0,1,0,0,1,1,1,,1,1,0,0,0,0,1
Howell Mill & Marietta,PM,Spring 2009,0,1,0,1,0,1,1,1,1,,1,1,0,0,0,0,1
Howell Mill & Marietta,PM,Spring 2009,1,0,0,1,0,0,0,0,0,,1,1,0,0,0,0,1
Howell Mill & Marietta,PM,Spring 2009,0,1,0,1,0,0,0,0,0,,1,1,0,0,0,0,1
Howell Mill & Marietta,PM,Spring 2009,1,0,0,1,0,1,1,1,1,,1,1,0,0,0,0,1
Howell Mill & Marietta,PM,Spring 2009,1,0,0,1,0,0,0,1,0,,1,1,0,0,0,0,1
Howell Mill & Marietta,PM,Spring 2009,1,0,0,1,0,0,0,1,0,,1,1,0,0,0,0,1
Howell Mill & Marietta,AM,Fall 2009,1,0,0,1,0,1,1,1,1,,1,1,0,0,0,0,1
Howell Mill & Marietta,AM,Fall 2009,1,0,0,1,0,1,0,0,0,,1,1,0,0,0,0,1
Howell Mill & Marietta,AM,Fall 2009,1,0,0,1,0,0,0,0,0,,1,1,0,0,0,0,1
Howell Mill & Marietta,AM,Fall 2009,1,0,0,1,0,0,1,1,1,,1,1,0,0,0,0,1
Howell Mill & Marietta,AM,Fall 2009,1,0,0,1,0,1,0,1,0,,1,1,0,0,0,0,1
Howell Mill & Marietta,AM,Fall 2009,1,0,0,1,0,1,0,1,0,,1,1,0,0,0,0,1
Howell Mill & Marietta,AM,Fall 2009,1,0,0,1,0,1,1,1,1,,1,1,0,0,0,0,1
Howell Mill & Marietta,PM,Fall 2009,1,0,0,1,0,1,0,1,0,,1,1,0,0,0,0,1
Howell Mill & Marietta,PM,Fall 2009,1,0,0,1,0,1,1,1,1,,1,1,0,0,0,0,1
Howell Mill & Marietta,PM,Fall 2009,0,1,0,1,0,1,1,1,1,,1,1,0,0,0,0,1
Howell Mill & Marietta,PM,Fall 2009,1,0,0,1,0,0,0,1,0,,1,1,0,0,0,0,1
Howell Mill & Marietta,PM,Fall 2009,1,0,0,1,0,1,1,1,1,,1,1,0,0,0,0,1
Howell Mill & Marietta,PM,Fall 2009,1,0,0,1,0,0,0,0,0,,1,1,0,0,0,0,1
Howell Mill & Marietta,PM,Fall 2009,1,0,0,1,0,1,0,1,0,,1,1,0,0,0,0,1
Howell Mill & Marietta,PM,Fall 2009,1,0,0,1,0,1,1,1,1,,1,1,0,0,0,0,1
Howell Mill & Marietta,PM,Fall 2009,1,0,0,1,0,0,0,0,0,,1,1,0,0,0,0,1
Howell Mill & Marietta,PM,Fall 2009,0,1,0,1,0,1,1,1,1,,1,1,0,0,0,0,1
Howell Mill & Marietta,PM,Fall 2009,1,0,0,1,0,1,1,1,1,,1,1,0,0,0,0,1
Howell Mill & Marietta,PM,Fall 2009,1,0,0,1,0,1,1,1,1,,1,1,0,0,0,0,1
Howell Mill & Marietta,PM,Fall 2009,,1,0,1,0,1,0,0,0,,Err:520,1,0,0,0,0,1
Howell Mill & Marietta,PM,Fall 2009,1,0,0,1,0,1,0,0,0,,1,1,0,0,0,0,1
Howell Mill & Marietta,PM,Fall 2009,1,0,0,1,0,0,1,1,1,,1,1,0,0,0,0,1
Howell Mill & Marietta,PM,Fall 2009,1,,0,1,0,1,1,1,1,,Err:520,1,0,0,0,0,1
Howell Mill & Marietta,PM,Fall 2009,1,0,0,0,1,0,0,0,0,,1,1,0,0,0,0,1
Howell Mill & Marietta,PM,Fall 2009,1,0,0,1,0,1,1,1,1,,1,1,0,0,0,0,1
Howell Mill & Marietta,AM,Spring 2010,1,0,0,0,1,0,1,1,1,,1,1,0,0,0,0,1
Howell Mill & Marietta,AM,Spring 2010,1,0,0,1,0,0,1,1,1,,1,1,0,0,0,0,1
Howell Mill & Marietta,AM,Spring 2010,1,0,0,1,0,0,1,0,0,,1,1,0,0,0,0,1
Howell Mill & Marietta,AM,Spring 2010,1,0,0,1,0,0,1,1,1,,1,1,0,0,0,0,1
Howell Mill & Marietta,AM,Spring 2010,1,0,0,1,0,1,1,1,1,,1,1,0,0,0,0,1
Howell Mill & Marietta,AM,Spring 2010,1,0,0,1,0,0,0,1,0,,1,1,0,0,0,0,1
Howell Mill & Marietta,AM,Spring 2010,1,0,0,1,0,0,1,1,1,,1,1,0,0,0,0,1
Howell Mill & Marietta,AM,Spring 2010,1,0,0,1,0,0,0,0,0,,1,1,0,0,0,0,1
Howell Mill & Marietta,AM,Spring 2010,1,0,0,0,1,0,0,0,0,,1,1,0,0,0,0,1
Howell Mill & Marietta,AM,Spring 2010,1,0,0,0,1,1,1,1,1,,1,1,0,0,0,0,1
Howell Mill & Marietta,AM,Spring 2010,1,0,0,1,0,1,1,1,1,,1,1,0,0,0,0,1
Howell Mill & Marietta,AM,Spring 2010,0,1,0,1,0,1,0,1,0,,1,1,0,0,0,0,1
Howell Mill & Marietta,AM,Spring 2010,1,0,0,1,0,1,1,1,1,,1,1,0,0,0,0,1
Howell Mill & Marietta,AM,Spring 2010,0,0,0,0,1,0,1,1,1,,0,1,0,0,0,0,1
Howell Mill & Marietta,AM,Spring 2010,1,0,0,1,0,1,1,1,1,,1,1,0,0,0,0,1
Howell Mill & Marietta,AM,Spring 2010,1,0,0,1,0,0,1,1,1,,1,1,0,0,0,0,1
Howell Mill & Marietta,PM,Spring 2010,1,0,0,1,0,0,1,1,1,,1,1,0,0,0,0,1
Howell Mill & Marietta,PM,Spring 2010,1,0,0,1,0,0,1,1,1,,1,1,0,0,0,0,1
Howell Mill & Marietta,PM,Spring 2010,1,0,0,1,0,0,1,1,1,,1,1,0,0,0,0,1
Howell Mill & Marietta,PM,Spring 2010,1,0,0,1,0,0,0,1,0,,1,1,0,0,0,0,1
Howell Mill & Marietta,PM,Spring 2010,0,1,0,1,0,0,0,1,0,,1,1,0,0,0,0,1
Howell Mill & Marietta,PM,Spring 2010,1,0,0,0,1,0,0,1,0,,1,1,0,0,0,0,1
Howell Mill & Marietta,PM,Spring 2010,1,0,0,1,0,1,1,1,1,,1,1,0,0,0,0,1
Howell Mill & Marietta,PM,Spring 2010,1,0,0,1,0,1,0,1,0,,1,1,0,0,0,0,1
Howell Mill & Marietta,PM,Spring 2010,1,0,0,1,0,1,0,1,0,,1,1,0,0,0,0,1
Howell Mill & Marietta,PM,Spring 2010,1,0,0,1,0,1,1,1,1,,1,1,0,0,0,0,1
Howell Mill & Marietta,PM,Spring 2010,1,0,0,1,0,0,0,1,0,,1,1,0,0,0,0,1
Howell Mill & Marietta,PM,Spring 2010,1,0,0,1,0,1,1,1,1,,1,1,0,0,0,0,1
Howell Mill & Marietta,PM,Spring 2010,1,0,0,1,0,0,0,1,0,,1,1,0,0,0,0,1
Howell Mill & Marietta,PM,Spring 2010,1,0,0,0,1,1,1,1,1,,1,1,0,0,0,0,1
Howell Mill & Marietta,PM,Fall 2010,0,1,0,1,0,0,0,1,0,,1,1,0,0,0,0,1
Howell Mill & Marietta,PM,Fall 2010,0,1,0,1,0,1,1,1,1,,1,1,0,0,0,0,1
Howell Mill & Marietta,PM,Fall 2010,1,0,0,1,0,0,0,1,0,,1,1,0,0,0,0,1
Howell Mill & Marietta,PM,Fall 2010,0,1,0,1,0,1,1,1,1,,1,1,0,0,0,0,1
Howell Mill & Marietta,PM,Fall 2010,0,1,0,1,0,0,0,0,0,,1,1,0,0,0,0,1
Howell Mill & Marietta,PM,Fall 2010,1,0,0,1,0,1,1,1,1,,1,1,0,0,0,0,1
Howell Mill & Marietta,PM,Fall 2010,1,0,0,1,0,0,1,1,1,,1,1,0,0,0,0,1
Howell Mill & Marietta,PM,Fall 2010,1,1,0,1,0,0,1,1,1,,2,1,0,0,0,0,1
Howell Mill & Marietta,AM,Spring 2012,1,0,0,1,0,1,1,1,,,1,1,0,0,0,1,1
Howell Mill & Marietta,AM,Spring 2012,1,0,0,1,0,1,1,1,,,1,1,0,0,0,1,1
Howell Mill & Marietta,AM,Spring 2012,1,0,0,1,0,0,1,1,,,1,1,0,0,0,1,1
Howell Mill & Marietta,AM,Spring 2012,1,0,0,1,0,0,0,1,,,1,1,0,0,0,1,1
Howell Mill & Marietta,AM,Spring 2012,1,0,0,0,1,0,0,0,,,1,1,0,0,0,1,1
Howell Mill & Marietta,AM,Spring 2012,1,0,0,1,0,0,1,1,,,1,1,0,0,0,1,1
Howell Mill & Marietta,AM,Spring 2012,1,0,0,1,0,1,1,1,,,1,1,0,0,0,1,1
Howell Mill & Marietta,AM,Spring 2012,1,0,0,1,0,0,1,1,,,1,1,0,0,0,1,1
Howell Mill & Marietta,AM,Spring 2012,1,0,0,1,0,0,1,1,,,1,1,0,0,0,1,1
Howell Mill & Marietta,AM,Spring 2012,1,0,0,1,0,0,1,1,,,1,1,0,0,0,1,1
Howell Mill & Marietta,AM,Spring 2012,1,0,0,1,0,0,1,1,,,1,1,0,0,0,1,1
Howell Mill & Marietta,PM,Spring 2012,1,0,0,1,0,0,0,0,,,1,1,0,0,0,1,1
Howell Mill & Marietta,PM,Spring 2012,0,1,0,1,0,1,0,1,,,1,1,0,0,0,1,1
Howell Mill & Marietta,PM,Spring 2012,1,0,0,1,0,1,0,1,,,1,1,0,0,0,1,1
Howell Mill & Marietta,PM,Spring 2012,1,0,0,0,1,0,0,1,,,1,1,0,0,0,1,1
Howell Mill & Marietta,PM,Spring 2012,1,0,0,1,0,0,0,1,,,1,1,0,0,0,1,1
Howell Mill & Marietta,PM,Spring 2012,1,0,0,1,0,0,1,1,,,1,1,0,0,0,1,1
Howell Mill & Marietta,PM,Spring 2012,1,0,0,1,0,1,1,1,,,1,1,0,0,0,1,1
Howell Mill & Marietta,PM,Spring 2012,1,0,0,1,0,0,0,0,,,1,1,0,0,0,1,1
Howell Mill & Marietta,PM,Spring 2012,1,0,0,0,1,0,0,0,,,1,1,0,0,0,1,1
Howell Mill & Marietta,PM,Spring 2012,1,0,0,1,0,0,1,1,,,1,1,0,0,0,1,1
Howell Mill & Marietta,PM,Spring 2012,1,0,0,1,0,0,1,1,,,1,1,0,0,0,1,1
Howell Mill & Marietta,PM,Spring 2012,1,0,0,1,0,0,1,1,,,1,1,0,0,0,1,1
Howell Mill & Marietta,PM,Spring 2012,0,1,0,1,0,1,1,1,,,1,1,0,0,0,1,1
Howell Mill & Marietta,PM,Spring 2012,1,0,0,1,0,1,1,1,,,1,1,0,0,0,1,1
Howell Mill & Marietta,PM,Spring 2012,1,0,0,1,0,1,0,1,,,1,1,0,0,0,1,1
Howell Mill & Marietta,PM,Spring 2012,1,0,0,1,0,1,1,1,,,1,1,0,0,0,1,1
Howell Mill & Marietta,PM,Spring 2012,1,0,0,1,0,1,1,1,,,1,1,0,0,0,1,1
Howell Mill & Marietta,PM,Spring 2012,1,0,0,1,0,1,1,1,,,1,1,0,0,0,1,1
Howell Mill & Marietta,PM,Spring 2012,1,0,0,1,0,1,0,1,,,1,1,0,0,0,1,1
Howell Mill & Marietta,PM,Spring 2012,1,0,0,1,0,1,0,1,,,1,1,0,0,0,1,1
Howell Mill & Marietta,PM,Spring 2012,1,0,0,1,0,1,0,1,,,1,1,0,0,0,1,1
Howell Mill & Marietta,PM,Spring 2012,1,0,0,1,0,1,1,1,,,1,1,0,0,0,1,1
Howell Mill & Marietta,PM,Spring 2012,1,0,0,1,0,0,0,0,,,1,1,0,0,0,1,1
Howell Mill & Marietta,PM,Spring 2012,1,0,0,1,0,1,1,1,,,1,1,0,0,0,1,1
Howell Mill & Marietta,PM,Spring 2012,1,0,0,1,0,0,1,1,,,1,1,0,0,0,1,1
Howell Mill & Marietta,PM,Spring 2012,1,0,0,1,0,1,1,1,,,1,1,0,0,0,1,1
Howell Mill & Marietta,PM,Spring 2012,1,0,0,1,0,0,1,1,,,1,1,0,0,0,1,1
Howell Mill & Marietta,PM,Spring 2012,1,0,0,1,0,1,1,1,,,1,1,0,0,0,1,1
Howell Mill & Marietta,PM,Spring 2012,1,0,0,1,0,0,0,1,,,1,1,0,0,0,1,1
Howell Mill & Marietta,PM,Spring 2012,1,0,0,1,0,1,1,1,,,1,1,0,0,0,1,1
Howell Mill & Marietta,PM,Spring 2012,1,0,0,1,0,1,1,1,,,1,1,0,0,0,1,1
Howell Mill & Marietta,PM,Spring 2012,1,0,0,1,0,1,1,1,,,1,1,0,0,0,1,1
